ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Maihiki-82-mosquito-1,,Maihiki,82-mosquito,mɨte,m.ɨ.t.e,m ɨ t e,,Chacon2014,,,^ m . ɨ . t . e $,default
Sekoya-82-mosquito-1,,Sekoya,82-mosquito,muʔte,m.u.ʔt.e,m u ˀt e,,Chacon2014,,,^ m . u . ʔt . e $,default
Siona-82-mosquito-1,,Siona,82-mosquito,mɨte,m.ɨ.t.e,m ɨ t e,,Chacon2014,,,^ m . ɨ . t . e $,default
Tanimuka-82-mosquito-1,,Tanimuka,82-mosquito,~biri,m.ĩ.r.ĩ,m ĩ ɾ ĩ,,Chacon2014,,,^ m . ĩ . r . ĩ $,default
Tukano-82-mosquito-1,,Tukano,82-mosquito,~bɨte,m.ɨ̃.t.ẽ,m ɨ̃ t ẽ,,Chacon2014,,,^ m . ɨ̃ . t . ẽ $,default
Tuyuka-82-mosquito-1,,Tuyuka,82-mosquito,~bɨte,m.ɨ̃.t.ẽ,m ɨ̃ t ẽ,,Chacon2014,,,^ m . ɨ̃ . t . ẽ $,default
Wanano-82-mosquito-1,,Wanano,82-mosquito,~bɨte,m.ɨ̃.t.ẽ,m ɨ̃ t ẽ,,Chacon2014,,,^ m . ɨ̃ . t . ẽ $,default
Prototucanoan-82-mosquito-1,,Prototucanoan,82-mosquito,*mɨte,m.ɨ.t.e,m ɨ t e,,Chacon2014,,,^ m . ɨ . t . e $,default
Koreguahe-22-charcoal2-1,,Koreguahe,22-charcoal2,neo,n.e.o,n e o,,Chacon2014,,,^ n . e . o $,default
Kubeo-22-charcoal2-1,,Kubeo,22-charcoal2,~deo,n.ẽ.õ,n ẽ õ,,Chacon2014,,,^ n . ẽ . õ $,default
Maihiki-22-charcoal2-1,,Maihiki,22-charcoal2,neo,n.e.o,n e o,,Chacon2014,,,^ n . e . o $,default
Sekoya-22-charcoal2-1,,Sekoya,22-charcoal2,~deo,n.ẽ.õ,n ẽ õ,,Chacon2014,,,^ n . ẽ . õ $,default
Siona-22-charcoal2-1,,Siona,22-charcoal2,neo,n.e.o,n e o,,Chacon2014,,,^ n . e . o $,default
Prototucanoan-22-charcoal2-1,,Prototucanoan,22-charcoal2,*neo,n.e.o,n e o,,Chacon2014,,,^ n . e . o $,default
Barasano-16-buritipalm-1,,Barasano,16-buritipalm,~ree,r.ẽ.e,ɾ ẽ e,,Chacon2014,,,^ r . ẽ . e $,default
Desano-16-buritipalm-1,,Desano,16-buritipalm,~deʔe,n.ẽ.ʔ.ẽ,n ẽ ʔ ẽ,,Chacon2014,,,^ n . ẽ . ʔ . ẽ $,default
Karapan-16-buritipalm-1,,Karapan,16-buritipalm,~dee,n.e.e,n e e,,Chacon2014,,,^ n . e . e $,default
Koreguahe-16-buritipalm-1,,Koreguahe,16-buritipalm,neʔe,n.e.ʔ.e,n e ʔ e,,Chacon2014,,,^ n . e . ʔ . e $,default
Kubeo-16-buritipalm-1,,Kubeo,16-buritipalm,~dei,n.ẽ.ĩ,n ẽ ĩ,,Chacon2014,,,^ n . ẽ . ĩ $,default
Sekoya-16-buritipalm-1,,Sekoya,16-buritipalm,~deʔe,n.ẽ.ʔ.ẽ,n ẽ ʔ ẽ,,Chacon2014,,,^ n . ẽ . ʔ . ẽ $,default
Siona-16-buritipalm-1,,Siona,16-buritipalm,neʔe,n.e.ʔ.e,n e ʔ e,,Chacon2014,,,^ n . e . ʔ . e $,default
Tukano-16-buritipalm-1,,Tukano,16-buritipalm,~deʔe,n.ẽ.ʔ.ẽ,n ẽ ʔ ẽ,,Chacon2014,,,^ n . ẽ . ʔ . ẽ $,default
Wanano-16-buritipalm-1,,Wanano,16-buritipalm,~daʔa,n.ã.ʔ.ã,n ã ʔ ã,,Chacon2014,,,^ n . ã . ʔ . ã $,default
Prototucanoan-16-buritipalm-1,,Prototucanoan,16-buritipalm,*neʔe,n.e.ʔ.e,n e ʔ e,,Chacon2014,,,^ n . e . ʔ . e $,default
Barasano-21-charcoal1-1,,Barasano,21-charcoal1,~riti,r.ĩ.t.ĩ,ɾ ĩ t ĩ,,Chacon2014,,,^ r . ĩ . t . ĩ $,default
Desano-21-charcoal1-1,,Desano,21-charcoal1,~diti,n.ĩ.t.ĩ,n ĩ t ĩ,,Chacon2014,,,^ n . ĩ . t . ĩ $,default
Karapan-21-charcoal1-1,,Karapan,21-charcoal1,~diti,n.ĩ.t.ĩ,n ĩ t ĩ,,Chacon2014,,,^ n . ĩ . t . ĩ $,default
Tanimuka-21-charcoal1-1,,Tanimuka,21-charcoal1,~diti,n.ĩ.t.ĩ,n ĩ t ĩ,,Chacon2014,,,^ n . ĩ . t . ĩ $,default
Tukano-21-charcoal1-1,,Tukano,21-charcoal1,~diti,n.ĩ.t.ĩ,n ĩ t ĩ,,Chacon2014,,,^ n . ĩ . t . ĩ $,default
Tuyuka-21-charcoal1-1,,Tuyuka,21-charcoal1,~diti,n.ĩ.t.ĩ,n ĩ t ĩ,,Chacon2014,,,^ n . ĩ . t . ĩ $,default
Wanano-21-charcoal1-1,,Wanano,21-charcoal1,~diti,n.ĩ.t.ĩ,n ĩ t ĩ,,Chacon2014,,,^ n . ĩ . t . ĩ $,default
Prototucanoan-21-charcoal1-1,,Prototucanoan,21-charcoal1,*nitti,n.i.tt.i,n i tː i,,Chacon2014,,,^ n . i . tt . i $,default
Barasano-111-stop-1,,Barasano,111-stop,~rɨgo,r.ɨ̃.ŋ.õ,ɾ ɨ̃ ŋ õ,,Chacon2014,,,^ r . ɨ̃ . ŋ . õ $,default
Desano-111-stop-1,,Desano,111-stop,~dugu,n.ũ.ŋ.ũ,n ũ ŋ ũ,,Chacon2014,,,^ n . ũ . ŋ . ũ $,default
Karapan-111-stop-1,,Karapan,111-stop,~dɨka,n.ɨ̃.k.ã,n ɨ̃ k ã,,Chacon2014,,,^ n . ɨ̃ . k . ã $,default
Koreguahe-111-stop-1,,Koreguahe,111-stop,nɨkha,n.ɨ.kh.a,n ɨ kʰ a,,Chacon2014,,,^ n . ɨ . kh . a $,default
Kubeo-111-stop-1,,Kubeo,111-stop,~dú,n.ú,n ú/u,,Chacon2014,,,^ n . ú $,default
Maihiki-111-stop-1,,Maihiki,111-stop,nɨka,n.ɨ.k.a,n ɨ k a,,Chacon2014,,,^ n . ɨ . k . a $,default
Sekoya-111-stop-1,,Sekoya,111-stop,dɨ̃ka,n.ɨ̃.k.a,n ɨ̃ k a,,Chacon2014,,,^ n . ɨ̃ . k . a $,default
Siona-111-stop-1,,Siona,111-stop,̃dɨka,n.ɨ̃.k.a,n ɨ̃ k a,,Chacon2014,,,^ n . ɨ̃ . k . a $,default
Tukano-111-stop-1,,Tukano,111-stop,̃dɨʔka,n.ɨ̃.ʔk.ã,n ɨ̃ ˀk ã,,Chacon2014,,,^ n . ɨ̃ . ʔk . ã $,default
Tuyuka-111-stop-1,,Tuyuka,111-stop,~duku,n.ũ.k.ũ,n ũ k ũ,,Chacon2014,,,^ n . ũ . k . ũ $,default
Prototucanoan-111-stop-1,,Prototucanoan,111-stop,*nɨkʔ-,n.ɨ.kʔ,n ɨ kˀ,,Chacon2014,,,^ n . ɨ . kʔ $,default
Karapan-96-penis-1,,Karapan,96-penis,~dudi,n.ũ.n.ĩ,n ũ n ĩ,,Chacon2014,,,^ n . ũ . n . ĩ $,default
Kubeo-96-penis-1,,Kubeo,96-penis,~doe,n.õ.ẽ,n õ ẽ,,Chacon2014,,,^ n . õ . ẽ $,default
Kueretu-96-penis-1,,Kueretu,96-penis,noni,n.o.n.i,n o n i,,Chacon2014,,,^ n . o . n . i $,default
Maihiki-96-penis-1,,Maihiki,96-penis,noa,n.o.a,n o a,,Chacon2014,,,^ n . o . a $,default
Tanimuka-96-penis-1,,Tanimuka,96-penis,rũri,r.ũ.r.i,ɾ ũ ɾ i,,Chacon2014,,,^ r . ũ . r . i $,default
Tukano-96-penis-1,,Tukano,96-penis,~dudi,n.ũ.n.ĩ,n ũ n ĩ,,Chacon2014,,,^ n . ũ . n . ĩ $,default
Tuyuka-96-penis-1,,Tuyuka,96-penis,sejua,s.e.j.u.a,s e j u a,,Chacon2014,,,^ s . e . j . u . a $,default
Wanano-96-penis-1,,Wanano,96-penis,~dudɨ,n.ũ.n.ɨ̃,n ũ n ɨ̃,,Chacon2014,,,^ n . ũ . n . ɨ̃ $,default
Prototucanoan-96-penis-1,,Prototucanoan,96-penis,*no-,n.o,n o,,Chacon2014,,,^ n . o $,default
Barasano-120-tocry-1,,Barasano,120-tocry,oti,o.t.i,o t i,,Chacon2014,,,^ o . t . i $,default
Desano-120-tocry-1,,Desano,120-tocry,oti,o.t.i,o t i,,Chacon2014,,,^ o . t . i $,default
Karapan-120-tocry-1,,Karapan,120-tocry,oti,o.t.i,o t i,,Chacon2014,,,^ o . t . i $,default
Koreguahe-120-tocry-1,,Koreguahe,120-tocry,oi,o.i,o i,,Chacon2014,,,^ o . i $,default
Kubeo-120-tocry-1,,Kubeo,120-tocry,o,o,o,,Chacon2014,,,^ o $,default
Maihiki-120-tocry-1,,Maihiki,120-tocry,oi,o.i,o i,,Chacon2014,,,^ o . i $,default
Sekoya-120-tocry-1,,Sekoya,120-tocry,oi,o.i,o i,,Chacon2014,,,^ o . i $,default
Siona-120-tocry-1,,Siona,120-tocry,oi,o.i,o i,,Chacon2014,,,^ o . i $,default
Tuyuka-120-tocry-1,,Tuyuka,120-tocry,uti,u.t.i,u t i,,Chacon2014,,,^ u . t . i $,default
Wanano-120-tocry-1,,Wanano,120-tocry,ti,t.i,t i,,Chacon2014,,,^ t . i $,default
Yupua-120-tocry-1,,Yupua,120-tocry,oti,o.t.i,o t i,,Chacon2014,,,^ o . t . i $,default
Prototucanoan-120-tocry-1,,Prototucanoan,120-tocry,*o-,o,o,,Chacon2014,,,^ o $,default
Barasano-7-bat-1,,Barasano,7-bat,oco,o.t∫.o,o tʃ o,,Chacon2014,,,^ o . t∫ . o $,default
Desano-7-bat-1,,Desano,7-bat,ojo,o.j.o,o j o,,Chacon2014,,,^ o . j . o $,default
Karapan-7-bat-1,,Karapan,7-bat,oso,o.s.o,o s o,,Chacon2014,,,^ o . s . o $,default
Koreguahe-7-bat-1,,Koreguahe,7-bat,ojo,o.j.o,o j o,,Chacon2014,,,^ o . j . o $,default
Kubeo-7-bat-1,,Kubeo,7-bat,ojo,o.j.o,o j o,,Chacon2014,,,^ o . j . o $,default
Kueretu-7-bat-1,,Kueretu,7-bat,hoijo,h.o.i.j.o,h o i j o,,Chacon2014,,,^ h . o . i . j . o $,default
Maihiki-7-bat-1,,Maihiki,7-bat,ojo,o.j.o,o j o,,Chacon2014,,,^ o . j . o $,default
Piratapuyo-7-bat-1,,Piratapuyo,7-bat,oso,o.s.o,o s o,,Chacon2014,,,^ o . s . o $,default
Sekoya-7-bat-1,,Sekoya,7-bat,ojo,o.j.o,o j o,,Chacon2014,,,^ o . j . o $,default
Siona-7-bat-1,,Siona,7-bat,ojo,o.j.o,o j o,,Chacon2014,,,^ o . j . o $,default
Tanimuka-7-bat-1,,Tanimuka,7-bat,ojo,o.j.o,o j o,,Chacon2014,,,^ o . j . o $,default
Tukano-7-bat-1,,Tukano,7-bat,oso,o.s.o,o s o,,Chacon2014,,,^ o . s . o $,default
Tuyuka-7-bat-1,,Tuyuka,7-bat,oso,o.s.o,o s o,,Chacon2014,,,^ o . s . o $,default
Prototucanoan-7-bat-1,,Prototucanoan,7-bat,*ojo,o.j.o,o j o,,Chacon2014,,,^ o . j . o $,default
Barasano-135-water-1,,Barasano,135-water,oko,o.k.o,o k o,,Chacon2014,,,^ o . k . o $,default
Desano-135-water-1,,Desano,135-water,deko,d.e.k.o,d e k o,,Chacon2014,,,^ d . e . k . o $,default
Karapan-135-water-1,,Karapan,135-water,oko,o.k.o,o k o,,Chacon2014,,,^ o . k . o $,default
Koreguahe-135-water-1,,Koreguahe,135-water,okho,o.kh.o,o kʰ o,,Chacon2014,,,^ o . kh . o $,default
Kubeo-135-water-1,,Kubeo,135-water,oko,o.k.o,o k o,,Chacon2014,,,^ o . k . o $,default
Kueretu-135-water-1,,Kueretu,135-water,kotapu,k.o.t.a.p.u,k o t a p u,,Chacon2014,,,^ k . o . t . a . p . u $,default
Maihiki-135-water-1,,Maihiki,135-water,oko,o.k.o,o k o,,Chacon2014,,,^ o . k . o $,default
Sekoya-135-water-1,,Sekoya,135-water,oko,o.k.o,o k o,,Chacon2014,,,^ o . k . o $,default
Siona-135-water-1,,Siona,135-water,oko,o.k.o,o k o,,Chacon2014,,,^ o . k . o $,default
Tanimuka-135-water-1,,Tanimuka,135-water,oko,o.k.o,o k o,,Chacon2014,,,^ o . k . o $,default
Tukano-135-water-1,,Tukano,135-water,oko,o.k.o,o k o,,Chacon2014,,,^ o . k . o $,default
Tuyuka-135-water-1,,Tuyuka,135-water,oko,o.k.o,o k o,,Chacon2014,,,^ o . k . o $,default
Wanano-135-water-1,,Wanano,135-water,ko,k.o,k o,,Chacon2014,,,^ k . o $,default
Prototucanoan-135-water-1,,Prototucanoan,135-water,*okko,o.kk.o,o kː o,,Chacon2014,,,^ o . kk . o $,default
Barasano-98-plant-1,,Barasano,98-plant,ote,o.t.e,o t e,,Chacon2014,,,^ o . t . e $,default
Desano-98-plant-1,,Desano,98-plant,ote,o.t.e,o t e,,Chacon2014,,,^ o . t . e $,default
Karapan-98-plant-1,,Karapan,98-plant,ote,o.t.e,o t e,,Chacon2014,,,^ o . t . e $,default
Koreguahe-98-plant-1,,Koreguahe,98-plant,othe,o.th.e,o tʰ e,,Chacon2014,,,^ o . th . e $,default
Kubeo-98-plant-1,,Kubeo,98-plant,ote,o.t.e,o t e,,Chacon2014,,,^ o . t . e $,default
Maihiki-98-plant-1,,Maihiki,98-plant,ote,o.t.e,o t e,,Chacon2014,,,^ o . t . e $,default
Sekoya-98-plant-1,,Sekoya,98-plant,ote,o.t.e,o t e,,Chacon2014,,,^ o . t . e $,default
Siona-98-plant-1,,Siona,98-plant,ote,o.t.e,o t e,,Chacon2014,,,^ o . t . e $,default
Tanimuka-98-plant-1,,Tanimuka,98-plant,hoto,h.o.t.o,h o t o,,Chacon2014,,,^ h . o . t . o $,default
Tukano-98-plant-1,,Tukano,98-plant,ote,o.t.e,o t e,,Chacon2014,,,^ o . t . e $,default
Tuyuka-98-plant-1,,Tuyuka,98-plant,ote,o.t.e,o t e,,Chacon2014,,,^ o . t . e $,default
Wanano-98-plant-1,,Wanano,98-plant,toa,t.o.a,t o a,,Chacon2014,,,^ t . o . a $,default
Prototucanoan-98-plant-1,,Prototucanoan,98-plant,*otte,o.tt.e,o tː e,,Chacon2014,,,^ o . tt . e $,default
Barasano-74-larva-1,,Barasano,74-larva,beko,b.e.k.o,b e k o,,Chacon2014,,,^ b . e . k . o $,default
Desano-74-larva-1,,Desano,74-larva,beka,b.e.k.a,b e k a,,Chacon2014,,,^ b . e . k . a $,default
Karapan-74-larva-1,,Karapan,74-larva,beko,b.e.k.o,b e k o,,Chacon2014,,,^ b . e . k . o $,default
Koreguahe-74-larva-1,,Koreguahe,74-larva,pekho,p.e.kh.o,p e kʰ o,,Chacon2014,,,^ p . e . kh . o $,default
Maihiki-74-larva-1,,Maihiki,74-larva,beku,b.e.k.u,b e k u,,Chacon2014,,,^ b . e . k . u $,default
Sekoya-74-larva-1,,Sekoya,74-larva,peko,pʔ.e.k.o,pˀ e k o,,Chacon2014,,,^ pʔ . e . k . o $,default
Siona-74-larva-1,,Siona,74-larva,pʔeko,pʔ.e.k.o,pˀ e k o,,Chacon2014,,,^ pʔ . e . k . o $,default
Tukano-74-larva-1,,Tukano,74-larva,beko,b.e.k.o,b e k o,,Chacon2014,,,^ b . e . k . o $,default
Prototucanoan-74-larva-1,,Prototucanoan,74-larva,*pʔekko,pʔ.e.kk.o,pˀ e kː o,,Chacon2014,,,^ pʔ . e . kk . o $,default
Barasano-108-spider-1,,Barasano,108-spider,bɨhɨ,b.ɨ.h.ɨ,b ɨ h ɨ,,Chacon2014,,,^ b . ɨ . h . ɨ $,default
Desano-108-spider-1,,Desano,108-spider,bɨpɨ,b.ɨ.p.ɨ,b ɨ p ɨ,,Chacon2014,,,^ b . ɨ . p . ɨ $,default
Karapan-108-spider-1,,Karapan,108-spider,bɨpɨ,b.ɨ.p.ɨ,b ɨ p ɨ,,Chacon2014,,,^ b . ɨ . p . ɨ $,default
Koreguahe-108-spider-1,,Koreguahe,108-spider,~hɨhɨ,h.ɨ̃.h.ɨ̃,h ɨ̃ h ɨ̃,,Chacon2014,,,^ h . ɨ̃ . h . ɨ̃ $,default
Kubeo-108-spider-1,,Kubeo,108-spider,~pɨpɨ,p.ɨ̃.p.ɨ̃,p ɨ̃ p ɨ̃,,Chacon2014,,,^ p . ɨ̃ . p . ɨ̃ $,default
Kueretu-108-spider-1,,Kueretu,108-spider,hehe,h.e.h.e,h e h e,,Chacon2014,,,^ h . e . h . e $,default
Maihiki-108-spider-1,,Maihiki,108-spider,~hɨhɨ,h.ɨ̃.h.ɨ̃,h ɨ̃ h ɨ̃,,Chacon2014,,,^ h . ɨ̃ . h . ɨ̃ $,default
Siona-108-spider-1,,Siona,108-spider,~hɨhɨ,h.ɨ̃.h.ɨ̃,h ɨ̃ h ɨ̃,,Chacon2014,,,^ h . ɨ̃ . h . ɨ̃ $,default
Tukano-108-spider-1,,Tukano,108-spider,bɨpɨ,b.ɨ.p.ɨ,b ɨ p ɨ,,Chacon2014,,,^ b . ɨ . p . ɨ $,default
Tuyuka-108-spider-1,,Tuyuka,108-spider,bɨpɨ,b.ɨ.p.ɨ,b ɨ p ɨ,,Chacon2014,,,^ b . ɨ . p . ɨ $,default
Wanano-108-spider-1,,Wanano,108-spider,wɨpɨ,w.ɨ.p.ɨ,w ɨ p ɨ,,Chacon2014,,,^ w . ɨ . p . ɨ $,default
Yupua-108-spider-1,,Yupua,108-spider,bɨbɨ,b.ɨ.b.ɨ,b ɨ b ɨ,,Chacon2014,,,^ b . ɨ . b . ɨ $,default
Prototucanoan-108-spider-1,,Prototucanoan,108-spider,*pʔɨpɨ,pʔ.ɨ.p.ɨ,pˀ ɨ p ɨ,,Chacon2014,,,^ pʔ . ɨ . p . ɨ $,default
Barasano-115-termite-1,,Barasano,115-termite,butu,b.u.t.u,b u t u,,Chacon2014,,,^ b . u . t . u $,default
Desano-115-termite-1,,Desano,115-termite,budu,b.u.d.u,b u d u,,Chacon2014,,,^ b . u . d . u $,default
Karapan-115-termite-1,,Karapan,115-termite,butu,b.u.t.u,b u t u,,Chacon2014,,,^ b . u . t . u $,default
Kueretu-115-termite-1,,Kueretu,115-termite,poru,p.o.r.u,p o ɾ u,,Chacon2014,,,^ p . o . r . u $,default
Tanimuka-115-termite-1,,Tanimuka,115-termite,butu,b.u.t.u,b u t u,,Chacon2014,,,^ b . u . t . u $,default
Tukano-115-termite-1,,Tukano,115-termite,butu,b.u.t.u,b u t u,,Chacon2014,,,^ b . u . t . u $,default
Wanano-115-termite-1,,Wanano,115-termite,butu,b.u.t.u,b u t u,,Chacon2014,,,^ b . u . t . u $,default
Prototucanoan-115-termite-1,,Prototucanoan,115-termite,*pʔutu,pʔ.u.t.u,pˀ u t u,,Chacon2014,,,^ pʔ . u . t . u $,default
Barasano-97-people-1,,Barasano,97-people,~baca,m.ã.t∫.ã,m ã tʃ ã,,Chacon2014,,,^ m . ã . t∫ . ã $,default
Karapan-97-people-1,,Karapan,97-people,~basa,m.ã.s.ã,m ã s ã,,Chacon2014,,,^ m . ã . s . ã $,default
Koreguahe-97-people-1,,Koreguahe,97-people,pã+i,p.ã.i,p ã i,,Chacon2014,,,^ p . ã . i $,default
Kubeo-97-people-1,,Kubeo,97-people,~baha,m.ã.h.ã,m ã h ã,,Chacon2014,,,^ m . ã . h . ã $,default
Kueretu-97-people-1,,Kueretu,97-people,matarɨ,m.a.t.a.r.ɨ,m a t a ɾ ɨ,,Chacon2014,,,^ m . a . t . a . r . ɨ $,default
Maihiki-97-people-1,,Maihiki,97-people,~ba+i,m.ã.ĩ,m ã ĩ,,Chacon2014,,,^ m . ã . ĩ $,default
Sekoya-97-people-1,,Sekoya,97-people,pã+i,pʔ.ã.i,pˀ ã i,,Chacon2014,,,^ pʔ . ã . i $,default
Siona-97-people-1,,Siona,97-people,pʔã+i,pʔ.ã,pˀ ã,,Chacon2014,,,^ pʔ . ã $,default
Tanimuka-97-people-1,,Tanimuka,97-people,~baha,m.ã.h.ã,m ã h ã,,Chacon2014,,,^ m . ã . h . ã $,default
Tukano-97-people-1,,Tukano,97-people,~basa,m.ã.s.ã,m ã s ã,,Chacon2014,,,^ m . ã . s . ã $,default
Tuyuka-97-people-1,,Tuyuka,97-people,baso,b.a.s.o,b a s o,,Chacon2014,,,^ b . a . s . o $,default
Wanano-97-people-1,,Wanano,97-people,~baha,m.ã.h.ã,m ã h ã,,Chacon2014,,,^ m . ã . h . ã $,default
Yupua-97-people-1,,Yupua,97-people,~batsa,m.ã.ts.ã,m ã ts ã,,Chacon2014,,,^ m . ã . ts . ã $,default
Prototucanoan-97-people-1,,Prototucanoan,97-people,*pʔã-tjã,pʔ.ã.ts.ã,pˀ ã ts ã,,Chacon2014,,,^ pʔ . ã . ts . ã $,default
Barasano-28-dance-1,,Barasano,28-dance,baca,b.a.ts.a,b a ts a,,Chacon2014,,,^ b . a . ts . a $,default
Desano-28-dance-1,,Desano,28-dance,baja,b.a.j.a,b a j a,,Chacon2014,,,^ b . a . j . a $,default
Karapan-28-dance-1,,Karapan,28-dance,basa,b.a.s.a,b a s a,,Chacon2014,,,^ b . a . s . a $,default
Kubeo-28-dance-1,,Kubeo,28-dance,baja,b.a.j.a,b a j a,,Chacon2014,,,^ b . a . j . a $,default
Maihiki-28-dance-1,,Maihiki,28-dance,tɨte,t.ɨ.t.e,t ɨ t e,,Chacon2014,,,^ t . ɨ . t . e $,default
Tanimuka-28-dance-1,,Tanimuka,28-dance,baja,b.a.j.a,b a j a,,Chacon2014,,,^ b . a . j . a $,default
Tukano-28-dance-1,,Tukano,28-dance,basa,b.a.s.a,b a s a,,Chacon2014,,,^ b . a . s . a $,default
Tuyuka-28-dance-1,,Tuyuka,28-dance,basa,b.a.s.a,b a s a,,Chacon2014,,,^ b . a . s . a $,default
Wanano-28-dance-1,,Wanano,28-dance,basa,b.a.s.a,b a s a,,Chacon2014,,,^ b . a . s . a $,default
Prototucanoan-28-dance-1,,Prototucanoan,28-dance,*pʔaja,pʔ.a.j.a,pˀ a j a,,Chacon2014,,,^ pʔ . a . j . a $,default
Barasano-45-fishingnet-1,,Barasano,45-fishingnet,bahi,b.a.h.i,b a h i,,Chacon2014,,,^ b . a . h . i $,default
Karapan-45-fishingnet-1,,Karapan,45-fishingnet,bapi,b.a.p.i,b a p i,,Chacon2014,,,^ b . a . p . i $,default
Kubeo-45-fishingnet-1,,Kubeo,45-fishingnet,pápi,p.á.p.i,p a p i,,Chacon2014,,,^ p . á . p . i $,default
Tuyuka-45-fishingnet-1,,Tuyuka,45-fishingnet,bapi,b.a.p.i,b a p i,,Chacon2014,,,^ b . a . p . i $,default
Prototucanoan-45-fishingnet-1,,Prototucanoan,45-fishingnet,*pʔapi,pʔ.a.p.i,pˀ a p i,,Chacon2014,,,^ pʔ . a . p . i $,default
Barasano-65-ingafruitsp-1,,Barasano,65-ingafruitsp,~bede,m.ẽ.n.ẽ,m ẽ n ẽ,,Chacon2014,,,^ m . ẽ . n . ẽ $,default
Desano-65-ingafruitsp-1,,Desano,65-ingafruitsp,~behe,m.ẽ.h.ẽ,m ẽ h ẽ,,Chacon2014,,,^ m . ẽ . h . ẽ $,default
Karapan-65-ingafruitsp-1,,Karapan,65-ingafruitsp,~bede,m.ẽ.n.ẽ,m ẽ n ẽ,,Chacon2014,,,^ m . ẽ . n . ẽ $,default
Koreguahe-65-ingafruitsp-1,,Koreguahe,65-ingafruitsp,pene,p.e.n.e,p e n e,,Chacon2014,,,^ p . e . n . e $,default
Kubeo-65-ingafruitsp-1,,Kubeo,65-ingafruitsp,~bede,m.ẽ.n.ẽ,m ẽ n ẽ,,Chacon2014,,,^ m . ẽ . n . ẽ $,default
Kueretu-65-ingafruitsp-1,,Kueretu,65-ingafruitsp,meʔne,m.e.ʔn.e,m e ˀn e,,Chacon2014,,,^ m . e . ʔn . e $,default
Maihiki-65-ingafruitsp-1,,Maihiki,65-ingafruitsp,mene,m.e.n.e,m e n e,,Chacon2014,,,^ m . e . n . e $,default
Sekoya-65-ingafruitsp-1,,Sekoya,65-ingafruitsp,pedẽ,pʔ.e.n.ẽ,pˀ e n ẽ,,Chacon2014,,,^ pʔ . e . n . ẽ $,default
Siona-65-ingafruitsp-1,,Siona,65-ingafruitsp,pʔene,pʔ.e.n.e,pˀ e n e,,Chacon2014,,,^ pʔ . e . n . e $,default
Tukano-65-ingafruitsp-1,,Tukano,65-ingafruitsp,~bede,m.ẽ.n.ẽ,m ẽ n ẽ,,Chacon2014,,,^ m . ẽ . n . ẽ $,default
Wanano-65-ingafruitsp-1,,Wanano,65-ingafruitsp,~bede,m.ẽ.n.ẽ,m ẽ n ẽ,,Chacon2014,,,^ m . ẽ . n . ẽ $,default
Prototucanoan-65-ingafruitsp-1,,Prototucanoan,65-ingafruitsp,*pʔene,pʔ.e.n.e,pˀ e n e,,Chacon2014,,,^ pʔ . e . n . e $,default
Koreguahe-32-duck-1,,Koreguahe,32-duck,pete,p.e.t.e,p e t e,,Chacon2014,,,^ p . e . t . e $,default
Kubeo-32-duck-1,,Kubeo,32-duck,bede,b.e.d.e,b e d e,,Chacon2014,,,^ b . e . d . e $,default
Sekoya-32-duck-1,,Sekoya,32-duck,pete,pʔ.e.t.e,pˀ e t e,,Chacon2014,,,^ pʔ . e . t . e $,default
Siona-32-duck-1,,Siona,32-duck,pʔete,pʔ.e.t.e,pˀ e t e,,Chacon2014,,,^ pʔ . e . t . e $,default
Prototucanoan-32-duck-1,,Prototucanoan,32-duck,*pʔete,pʔ.e.t.e,pˀ e t e,,Chacon2014,,,^ pʔ . e . t . e $,default
Barasano-25-chili-1,,Barasano,25-chili,bia,b.i.a,b i a,,Chacon2014,,,^ b . i . a $,default
Desano-25-chili-1,,Desano,25-chili,bia,b.i.a,b i a,,Chacon2014,,,^ b . i . a $,default
Karapan-25-chili-1,,Karapan,25-chili,bia,b.i.a,b i a,,Chacon2014,,,^ b . i . a $,default
Koreguahe-25-chili-1,,Koreguahe,25-chili,pia,p.i.a,p i a,,Chacon2014,,,^ p . i . a $,default
Kubeo-25-chili-1,,Kubeo,25-chili,bia,b.i.a,b i a,,Chacon2014,,,^ b . i . a $,default
Kueretu-25-chili-1,,Kueretu,25-chili,bia,b.i.a,b i a,,Chacon2014,,,^ b . i . a $,default
Maihiki-25-chili-1,,Maihiki,25-chili,bia,b.i.a,b i a,,Chacon2014,,,^ b . i . a $,default
Piratapuyo-25-chili-1,,Piratapuyo,25-chili,bia,b.i.a,b i a,,Chacon2014,,,^ b . i . a $,default
Sekoya-25-chili-1,,Sekoya,25-chili,pia,pʔ.i.a,pˀ i a,,Chacon2014,,,^ pʔ . i . a $,default
Siona-25-chili-1,,Siona,25-chili,pʔia,pʔ.i.a,pˀ i a,,Chacon2014,,,^ pʔ . i . a $,default
Tanimuka-25-chili-1,,Tanimuka,25-chili,bia,b.i.a,b i a,,Chacon2014,,,^ b . i . a $,default
Tukano-25-chili-1,,Tukano,25-chili,bia,b.i.a,b i a,,Chacon2014,,,^ b . i . a $,default
Tuyuka-25-chili-1,,Tuyuka,25-chili,bia,b.i.a,b i a,,Chacon2014,,,^ b . i . a $,default
Wanano-25-chili-1,,Wanano,25-chili,bia,b.i.a,b i a,,Chacon2014,,,^ b . i . a $,default
