index,source,target,context,proto language,daughter language
1219,au,ɔ,N/A,Proto-New Caledonia,Proto-Yunaga
1220,ai,ε,N/A,Proto-New Caledonia,Proto-Yunaga
1221,jʰ,θ,N/A,Proto-Yunaga,Yunaga 1
1222,p,v,N/A,Proto-Oceanic,Proto-Reefs/Santa Cruz
1223,r,ɔ, / \ipa{d}_,Proto-Oceanic,Proto-Reefs/Santa Cruz
1224,r,l,N/A,Proto-Oceanic,Proto-Reefs/Santa Cruz
1225,t,l, / V_V,Proto-Reefs/Santa Cruz,Nagu
1226,ŋ,n, / _\ipa{i},Proto-Reefs/Santa Cruz,Nagu
1227,t,l," / _\{\ipa{u,i}\}",Proto-Reefs/Santa Cruz,"Nat\""ugu"
1228,r,l," / _\{\ipa{u},\#\}",Proto-Reefs/Santa Cruz,"Nat\""ugu"
1229,ŋ,n, / _\ipa{i},Proto-Reefs/Santa Cruz,"Nat\""ugu"
1230,q,ɔ,N/A,Proto-Oceanic,Shark Bay
1231,p,v,N/A,Proto-Oceanic,Shark Bay
1232,pʷ,vʷ,N/A,Proto-Oceanic,Shark Bay
1233,k,γ,N/A,Proto-Oceanic,Shark Bay
1234,b,p,N/A,Proto-Oceanic,Shark Bay
1235,bʷ,pʷ,N/A,Proto-Oceanic,Shark Bay
1236,ɡ,k,N/A,Proto-Oceanic,Shark Bay
1237,v,p, / _\#,Proto-Oceanic,Shark Bay
1238,t,dr, / _\#,Proto-Oceanic,Shark Bay
1239,l,n, / _\#,Proto-Oceanic,Shark Bay
1240,r,w, / _\#,Proto-Oceanic,Shark Bay
1241,t,ts, / _V[+ high],Proto-Oceanic,Shark Bay
1242,a,i, / _CV[- high],Proto-Oceanic,Shark Bay
1243,a,e, / _CV[+ high],Proto-Oceanic,Shark Bay
1244,p,t," / _\{\ipa{a,e,i}\}",Proto-Oceanic,Shark Bay
1245,v,θ," / _\{\ipa{a,e,i}\}",Proto-Oceanic,Shark Bay
1246,m,n," / _\{\ipa{a,e,i}\}",Proto-Oceanic,Shark Bay
1247,z,s,N/A,Proto-Oceanic,Shark Bay
1248,ɔ,h, / \#_V (``it isn't clear if this happens unconditionally''),Proto-Oceanic,Shark Bay
1249,q,ɔ,N/A,Proto-Oceanic,Tolomako
1250,m,̼n,N/A,Proto-Oceanic,Tolomako
1251,b,̼t,N/A,Proto-Oceanic,Tolomako
1252,̼n,n," / _\{\ipa{a,e,i}\}",Proto-Oceanic,Tolomako
1253,̼t,t," / _\{\ipa{a,e,i}\}",Proto-Oceanic,Tolomako
1254,pʷ,vʷ,N/A,Proto-Oceanic,Tolomako
1255,p,v,N/A,Proto-Oceanic,Tolomako
1256,k,γ,N/A,Proto-Oceanic,Tolomako
1257,mʷ,m,N/A,Proto-Oceanic,Tolomako
1258,bʷ,p,N/A,Proto-Oceanic,Tolomako
1259,b,p,N/A,Proto-Oceanic,Tolomako
1260,vʷ,b,N/A,Proto-Oceanic,Tolomako
1261,d,r,N/A,Proto-Oceanic,Tolomako
1262,ɡ,k,N/A,Proto-Oceanic,Tolomako
1263,pʷ,w,N/A,Proto-Utupua,Asuboa
1264,mʷ,m,N/A,Proto-Utupua,Asuboa
1265,c,ɲ,N/A,Proto-Utupua,Asuboa
1266,ɲ,j,N/A,Proto-Utupua,Asuboa
1267,t,s, / _\ipa{i},Proto-Utupua,Asuboa
1268,k,s, / _\#,Proto-Utupua,Asuboa
1269,pʷ,p,N/A,Proto-Utupua,Tanibili
1270,bw,b,N/A,Proto-Utupua,Tanibili
1271,k,j, / _\#,Proto-Utupua,Tanibili
1272,dr,ɟ, / _\ipa{i},Proto-Utupua,Tanibili
1273,p,v,N/A,Proto-Oceanic,Proto-Vanikoro
1274,q,p,N/A,Proto-Oceanic,Proto-Vanikoro
1275,r,ɔ, / \ipa{d}_,Proto-Oceanic,Proto-Vanikoro
1276,k,ɔ, / V_V,Proto-Oceanic,Proto-Vanikoro
1277,p,ɔ, / _\#,Proto-Vanikoro,Buma
1278,k,ɔ, / \#_,Proto-Vanikoro,Buma
1279,r,l, / ! _\#,Proto-Vanikoro,Buma
1280,pʷ,p,N/A,Proto-Vanikoro,Buma
1281,bw,b,N/A,Proto-Vanikoro,Buma
1282,mʷ,m,N/A,Proto-Vanikoro,Buma
1283,t,t, / \#_,Proto-Vanikoro,Tanema
1284,t,s, / _\ipa{u},Proto-Vanikoro,Tanema
1285,r,l, / ! _\#,Proto-Vanikoro,Tanema
1286,pʷ,p,N/A,Proto-Vanikoro,Vano
1287,mʷ,m,N/A,Proto-Vanikoro,Vano
1288,t,l," / \#_, in nouns",Proto-Vanikoro,Vano
1289,t,s," / _\{\ipa{u,i}\}",Proto-Vanikoro,Vano
1290,t,l, / V_V,Proto-Vanikoro,Vano
1291,r,l," / ! _\{\ipa{u},\#\}",Proto-Vanikoro,Vano
1292,s,r, / _\#,Proto-Vanikoro,Vano
1293,p,vʷ, / _\ipa{u} (a change thetha reconstructs in order to account for phenomena in later posts about this group of languages),Proto-Oceanic,Proto-Southern Vanuatu
1294,p,v,N/A,Proto-Oceanic,Proto-Southern Vanuatu
1295,ɲ,j,N/A,Proto-Oceanic,Proto-Southern Vanuatu
1296,n,ŋ, / \ipa{q}V[- stress]_,Proto-Oceanic,Proto-Southern Vanuatu
1297,n,ŋ, / _V[- stress]\ipa{q},Proto-Oceanic,Proto-Southern Vanuatu
1298,c,s,N/A,Proto-Oceanic,Proto-Southern Vanuatu
1299,t,c, / _E,Proto-Oceanic,Proto-Southern Vanuatu
1300,a,e, / _(C)\ipa{i},Proto-Oceanic,Proto-Southern Vanuatu
1301,t,s, / _\#,Proto-Southern Vanuatu,Anejom
1302,vʷ,h,N/A,Proto-Southern Vanuatu,Anejom
1303,v,h,N/A,Proto-Southern Vanuatu,Anejom
1304,k,ɔ, / V_V (sporadic?),Proto-Southern Vanuatu,Anejom
1305,bʷ,pʷ,N/A,Proto-Southern Vanuatu,Anejom
1306,b,p,N/A,Proto-Southern Vanuatu,Anejom
1307,ɡ,k,N/A,Proto-Southern Vanuatu,Anejom
1308,s,h, / ``rarely'',Proto-Southern Vanuatu,Anejom
1309,s,θ," / ! _\ipa{i}, occasionally",Proto-Southern Vanuatu,Anejom
1310,w,v,N/A,Proto-Southern Vanuatu,Anejom
1311,l,tʃ," / _\{\ipa{o},E\}",Proto-Southern Vanuatu,Anejom
1312,q,ɔ,N/A,Proto-Southern Vanuatu,Anejom
1313,u,o,N/A,Proto-Southern Vanuatu,Anejom
1314,i,o," / \{\ipa{u,w}\}_",Proto-Southern Vanuatu,Anejom
1315,u,e," / \{\ipa{T,G}\}_",Proto-Southern Vanuatu,Anejom
1316,u,e, / _\ipa{T},Proto-Southern Vanuatu,Anejom
1317,ai,i, / _C,Proto-Southern Vanuatu,Anejom
1318,ei,i,N/A,Proto-Southern Vanuatu,Anejom
1319,ua,ou,N/A,Proto-Southern Vanuatu,Anejom
1320,e,i, / \'{K}_ ``[tendency]'',Proto-Southern Vanuatu,Anejom
1321,e,i, / _\'{K} ``[tendency]'',Proto-Southern Vanuatu,Anejom
1322,a,o, / P_ ``[tendency]'',Proto-Southern Vanuatu,Anejom
1323,v,p, / \#_,Proto-Southern Vanuatu,Proto-Erromango
1324,v,f, / C[+ sibilant]\%,Proto-Southern Vanuatu,Proto-Erromango
1325,v,f, / \%C[+ sibilant],Proto-Southern Vanuatu,Proto-Erromango
1326,o,a,N/A,Proto-Southern Vanuatu,Proto-Erromango
1327,a,i, / _CV[+ high],Proto-Southern Vanuatu,Proto-Erromango
1328,b,p," / \{\#,C\}_",Proto-Erromango,Sye
1329,d,t," / \{\#,C\}_",Proto-Erromango,Sye
1330,ɡ,k," / \{\#,C\}_",Proto-Erromango,Sye
1331,b,m, / _\#,Proto-Erromango,Sye
1332,d,n, / _\#,Proto-Erromango,Sye
1333,ɡ,ŋ, / _\#,Proto-Erromango,Sye
1334,b,mp,N/A,Proto-Erromango,Sye
1335,d,nt,N/A,Proto-Erromango,Sye
1336,ɡ,ŋk,N/A,Proto-Erromango,Sye
1337,f,p, / \#_,Proto-Erromango,Sye
1338,f,v, / V_V,Proto-Erromango,Sye
1339,k,γ,N/A,Proto-Erromango,Sye
1340,γ,k, / _\ipa{i},Proto-Erromango,Sye
1341,s,ɔ, / _C (occasionally blocked),Proto-Erromango,Sye
1342,i,e, / O[+ labial]_,Proto-Erromango,Sye
1343,i,e, / _O[+ labial],Proto-Erromango,Sye
1344,e,o, / K_,Proto-Erromango,Sye
1345,e,o, / _K,Proto-Erromango,Sye
1346,a,o," / \{\ipa{w,m,N}\}_",Proto-Erromango,Sye
1347,a,e, / _\#,Proto-Erromango,Sye
1348,nr,d,N/A,Proto-Erromango,Ura
1349,b,m, / _C,Proto-Erromango,Ura
1350,d,n, / _C,Proto-Erromango,Ura
1351,ɡ,ŋ, / _C,Proto-Erromango,Ura
1352,b,p, / _\#,Proto-Erromango,Ura
1353,d,t, / _\#,Proto-Erromango,Ura
1354,ɡ,k, / _\#,Proto-Erromango,Ura
1355,p,b, / V_V,Proto-Erromango,Ura
1356,u,e, / \ipa{G}_\# (? this change is a bit unclear),Proto-Erromango,Ura
1357,γ,ɔ, / _\#,Proto-Erromango,Ura
1358,t,r, / ! at word boundaries,Proto-Erromango,Ura
1359,l,r,N/A,Proto-Southern Vanuatu,Proto-Tanna
1360,a,o," / _\{P,C\ipa{u}\}",Proto-Southern Vanuatu,Proto-Tanna
1361,a,o, / P_,Proto-Southern Vanuatu,Proto-Tanna
1362,a,e, / _C\ipa{i},Proto-Southern Vanuatu,Proto-Tanna
1363,a,ə, / _C\ipa{a},Proto-Southern Vanuatu,Proto-Tanna
1364,bʷ,pʷ,N/A,Proto-Tanna,Kwamera
1365,b,p,N/A,Proto-Tanna,Kwamera
1366,d,t,N/A,Proto-Tanna,Kwamera
1367,γ,ɔ,N/A,Proto-Tanna,Kwamera
1368,ə,a, / in U\#,Proto-Tanna,Kwamera
1369,t,r,N/A,Proto-Tanna,Lenakel
1370,bʷ,pʷ,N/A,Proto-Tanna,Lenakel
1371,b,p,N/A,Proto-Tanna,Lenakel
1372,d,t,N/A,Proto-Tanna,Lenakel
1373,γ,ɔ, / E_,Proto-Tanna,Lenakel
1374,γ,ɔ, / _E,Proto-Tanna,Lenakel
1375,γ,k,N/A,Proto-Tanna,Lenakel
1376,r,l, / _V\ipa{l},Proto-Tanna,Lenakel
1377,z,t,N/A,Proto-Tanna,Lenakel
1378,kʷ,ɔ, / _\ipa{u},Proto-Tanna,North Tanna
1379,kʷ,ɔ, / _\ipa{a} (rare),Proto-Tanna,North Tanna
1380,v,ɔ, / _\ipa{i},Proto-Tanna,North Tanna
1381,γ,ɔ, / \#_,Proto-Tanna,North Tanna
1382,γ,ɔ, / _E,Proto-Tanna,North Tanna
1383,γ,ŋ,N/A,Proto-Tanna,North Tanna
1384,r,l," / _\{\ipa{o},E\}",Proto-Tanna,North Tanna
1385,r,i,N/A,Proto-Tanna,North Tanna
1386,d,k, / _\ipa{N},Proto-Tanna,North Tanna
1387,z,r,N/A,Proto-Tanna,North Tanna
1388,bʷ,pʷ,N/A,Proto-Tanna,Southwest Tanna
1389,b,p,N/A,Proto-Tanna,Southwest Tanna
1390,d,t,N/A,Proto-Tanna,Southwest Tanna
1391,γ,ɔ, / \#_,Proto-Tanna,Southwest Tanna
1392,γ,k,N/A,Proto-Tanna,Southwest Tanna
1393,r,l,N/A,Proto-Tanna,Southwest Tanna
1394,d,r, / _\ipa{N} (occasionally elsewhere as well),Proto-Tanna,Whitesands
1395,bʷ,pʷ,N/A,Proto-Tanna,Whitesands
1396,b,p,N/A,Proto-Tanna,Whitesands
1397,d,t,N/A,Proto-Tanna,Whitesands
1398,kʷ,ɔ, / \ipa{u}_,Proto-Tanna,Whitesands
1399,kʷ,ɔ, / _\ipa{u},Proto-Tanna,Whitesands
1400,γ,ɔ," / \{\#,E\}_",Proto-Tanna,Whitesands
1401,γ,ɔ, / _E,Proto-Tanna,Whitesands
1402,γ,ŋ,N/A,Proto-Tanna,Whitesands
1403,β,f, / \#_ (usually),Proto-Oceanic,Vera'a
1404,β,f, / else (rarely),Proto-Oceanic,Vera'a
1405,bʷ,kpʷ,N/A,Proto-Oceanic,Vera'a
1406,ɡ,k,N/A,Proto-Oceanic,Vera'a
1407,mʷ,ŋmʷ,N/A,Proto-Oceanic,Vera'a
1408,aɕi,a,N/A,Proto-Oceanic,Vera'a
1409,ai,a,N/A,Proto-Oceanic,Vera'a
1410,aɕu,ε,N/A,Proto-Oceanic,Vera'a
1411,au,ε,N/A,Proto-Oceanic,Vera'a
1412,oɕa,ɔɕɔ,N/A,Proto-Oceanic,Vera'a
1413,o,υ,N/A,Proto-Oceanic,Vera'a
1414,e,ɪ,N/A,Proto-Oceanic,Vera'a
1415,a,ɜ, / _\ipa{wo},Proto-Micronesian,Marshallese
1416,f,ɔ," / \#_\{C[-low],V[-low]\}",Proto-Micronesian,Marshallese
1417,f,ɰ, / \#_\ipa{a}C\ipa{o},Proto-Micronesian,Marshallese
1418,f,j, / else,Proto-Micronesian,Marshallese
1419,ɔ,ɰ, / \#_\ipa{a}C[-low],Proto-Micronesian,Marshallese
1420,ɔ,j," / \#_\{\ipa{a}C[+low],V[-back],C[-back]\}",Proto-Micronesian,Marshallese
1421,ɔ,w," / \#_\{C[+round],V[+round]\}",Proto-Micronesian,Marshallese
1422,i,ɨ,N/A,Proto-Micronesian,Marshallese
1423,u,ɜ,N/A,Proto-Micronesian,Marshallese
1424,p,pʲ,N/A,Proto-Micronesian,Marshallese
1425,̑,tʲ,N/A,Proto-Micronesian,Marshallese
1426,ts,rʲ,N/A,Proto-Micronesian,Marshallese
1427,m,mʲ,N/A,Proto-Micronesian,Marshallese
1428,ɲ,nʲ,N/A,Proto-Micronesian,Marshallese
1429,q,ɔ, / \#_V,Proto-Austronesian,Proto-Ongan
1430,q,k,N/A,Proto-Austronesian,Proto-Ongan
1431,e,ə," / _N when unstressed ! \'{K}_ (?; included here based on a comment earlier in the paper, but not listed on the correspondence list)",Proto-Austronesian,Proto-Ongan
1432,n,ŋ, / _\# (?),Proto-Ongan,Jarawa
1433,kʷ,hʷ,N/A,Proto-Ongan,Jarawa
1434,k,h,N/A,Proto-Ongan,Jarawa
1435,ɔ,a, / \ipa{h}\#_ (that's not a typo; this happens across the word boundary),Proto-Ongan,Jarawa
1436,ɡ,j,N/A,Proto-Ongan,Jarawa
1437,e,ɔ, / _\# (?),Proto-Ongan,Jarawa
1438,p,b, / \#_ (change seems to be ongoing),Proto-Ongan,Jarawa
1439,n,ŋ, / _\# (?),Proto-Ongan,Onge
1440,d,r," / V_\{V,\#\}",Proto-Ongan,Onge
1441,ɔ,e, / C_\#,Proto-Ongan,Onge
1442,p,b,N/A,Proto-Ongan,Onge
1443,aw,o,N/A,Proto-Ongan,Onge
1444,dz,tsː',N/A,Proto-Avar-Andic,Akhvakh
1445,dʒ,z,N/A,Proto-Avar-Andic,Akhvakh
1446,tɬ:,tɬ:,N/A,Proto-Avar-Andic,Akhvakh
1447,tɬ:,tɬ,N/A,Proto-Avar-Andic,Akhvakh
1448,dɮ,tɬ:,N/A,Proto-Avar-Andic,Akhvakh
1449,stː,sː,N/A,Proto-Avar-Andic,Andi
1450,tɬ,ɬ,N/A,Proto-Avar-Andic,Andi
1451,tɬ:,tɬ:,N/A,Proto-Avar-Andic,Andi
1452,tɬ,tɬ,N/A,Proto-Avar-Andic,Andi
1453,tɬ:',tɬ:',N/A,Proto-Avar-Andic,Andi
1454,tɬ:,tɬ:,N/A,Proto-Avar-Andic,Andi
1455,dʒ,tɬ:,N/A,Proto-Avar-Andic,Andi
1456,stː,ts,N/A,Proto-Avar-Andic,Avar
1457,st,ts,N/A,Proto-Avar-Andic,Avar
1458,tʃ,ts?,N/A,Proto-Avar-Andic,Avar
1459,tʃ,ts,N/A,Proto-Avar-Andic,Avar
1460,tʃː,tʃ,N/A,Proto-Avar-Andic,Avar
1461,tʃː',tʃː',N/A,Proto-Avar-Andic,Avar
1462,tʃː',tʃ',N/A,Proto-Avar-Andic,Avar
1463,dʒ,ts',N/A,Proto-Avar-Andic,Avar
1464,tɬ,ɬ,N/A,Proto-Avar-Andic,Avar
1465,tɬ',t',N/A,Proto-Avar-Andic,Avar
1466,tɬ:,tɬ,N/A,Proto-Avar-Andic,Avar
1467,tɬ:',tɬ:',N/A,Proto-Avar-Andic,Avar
1468,tɬ:',tɬ',N/A,Proto-Avar-Andic,Avar
1469,qː',ʕ,N/A,Proto-Northeast Caucasian,Dargi
1470,tsː,ts,N/A,Proto-Northeast Caucasian,Khinalug
1471,st,ts',N/A,Proto-Northeast Caucasian,Khinalug
1472,kː,k,N/A,Proto-Northeast Caucasian,Khinalug
1473,k',̨',N/A,Proto-Northeast Caucasian,Khinalug
1474,ɡ,ɡ,N/A,Proto-Northeast Caucasian,Khinalug
1475,sː,h,N/A,Proto-Northeast Caucasian,Khinalug
1476,ɬ:,xʲ,N/A,Proto-Northeast Caucasian,Khinalug
1477,ɬ,xʲ,N/A,Proto-Northeast Caucasian,Khinalug
1478,xː,x,N/A,Proto-Northeast Caucasian,Khinalug
1479,r,n, / _C,Proto-Northeast Caucasian,Khinalug
1480,ɡ,kː,N/A,Proto-Northeast Caucasian,Lak
1481,ʃ,s,N/A,Proto-Northeast Caucasian,Lak
1482,ɬ,xʲ,N/A,Proto-Northeast Caucasian,Lak
1483,ɬ:,ʃ,N/A,Proto-Northeast Caucasian,Lak
1484,ts,s,N/A,Proto-Lezgic,Agul
1485,st,ts,N/A,Proto-Lezgic,Agul
1486,tʃː',tʃː,N/A,Proto-Lezgic,Agul
1487,qː',qː,N/A,Proto-Lezgic,Agul
1488,ɬ:,xʲ,N/A,Proto-Lezgic,Agul
1489,ɬ,xʲ,N/A,Proto-Lezgic,Agul
1490,xː,x,N/A,Proto-Lezgic,Agul
1491,tʃː,ʃ,N/A,Proto-Lezgic,Archi
1492,tʃ,ʃ,N/A,Proto-Lezgic,Archi
1493,dʒ,tʃ,N/A,Proto-Lezgic,Archi
1494,tɬ,ɬ,N/A,Proto-Lezgic,Archi
1495,tɬ:,ɬ:,N/A,Proto-Lezgic,Archi
1496,tɬ:,ɬ,N/A,Proto-Lezgic,Archi
1497,tɬ',k',N/A,Proto-Lezgic,Archi
1498,tɬ:',tɬ',N/A,Proto-Lezgic,Archi
1499,dɮ,tɬ:,N/A,Proto-Lezgic,Archi
1500,q,x,N/A,Proto-Lezgic,Archi
1501,qː',qː',N/A,Proto-Lezgic,Archi
1502,qː',q',N/A,Proto-Lezgic,Archi
1503,̑s,S,N/A,Proto-Lezgic,Lezghi
1504,st,tS,N/A,Proto-Lezgic,Lezghi
1505,tsː,tʃ',N/A,Proto-Lezgic,Lezghi
1506,tsː,tʃ,N/A,Proto-Lezgic,Lezghi
1507,tsː',̑S:,N/A,Proto-Lezgic,Lezghi
1508,dz,dZ,N/A,Proto-Lezgic,Lezghi
1509,kː,γ,N/A,Proto-Lezgic,Lezghi
1510,ɡ,kː,N/A,Proto-Lezgic,Lezghi
1511,qː',q',N/A,Proto-Lezgic,Lezghi
1512,qː',q,N/A,Proto-Lezgic,Lezghi
1513,ts,s,N/A,Proto-Lezgic,Rutul
1514,st,ts,N/A,Proto-Lezgic,Rutul
1515,kː,x,N/A,Proto-Lezgic,Rutul
1516,qː',q',N/A,Proto-Lezgic,Rutul
1517,qː',q,N/A,Proto-Lezgic,Rutul
1518,kː,q,N/A,Proto-Lezgic,Tabassaran
1519,t,ɔ, / \ipa{s}_,Proto-Lezgic,Udi
1520,kː,q,N/A,Proto-Lezgic,Udi
1521,tsː,ts, / \#_,Proto-Northeast Caucasian,Nakh
1522,tʃː,tʃ, / \#_,Proto-Northeast Caucasian,Nakh
1523,tsː',tsː,N/A,Proto-Northeast Caucasian,Nakh
1524,tɬ:,x,N/A,Proto-Northeast Caucasian,Nakh
1525,tɬ,x,N/A,Proto-Northeast Caucasian,Nakh
1526,tɬ',q',N/A,Proto-Northeast Caucasian,Nakh
1527,tɬ:',ʕ,N/A,Proto-Northeast Caucasian,Nakh
1528,kː,xk?,N/A,Proto-Northeast Caucasian,Nakh
1529,kː,xk,N/A,Proto-Northeast Caucasian,Nakh
1530,qː',q',N/A,Proto-Northeast Caucasian,Nakh
1531,ʃː,ʃ,N/A,Proto-Northeast Caucasian,Nakh
1532,ɬ:,ɬ,N/A,Proto-Northeast Caucasian,Nakh
1533,xː,x,N/A,Proto-Northeast Caucasian,Nakh
1534,l,r, / _\#,Proto-Northeast Caucasian,Nakh
1535,tɬ,ɬ,N/A,Proto-Northeast Caucasian,Proto-Tsezic
1536,tɬ:',tɬ,N/A,Proto-Northeast Caucasian,Proto-Tsezic
1537,ɢ,q,N/A,Proto-Northeast Caucasian,Proto-Tsezic
1538,s,z,N/A,Proto-Northeast Caucasian,Proto-Tsezic
1539,xː,x,N/A,Proto-Northeast Caucasian,Proto-Tsezic
1540,tsː,z, / V_V,Proto-Tsezic,Bezhta
1541,tɬ:,l, / V_V,Proto-Tsezic,Bezhta
1542,tsː,s,N/A,Proto-Tsezic,Bezhta
1543,tɬ:,ɬ,N/A,Proto-Tsezic,Bezhta
1544,kː',k,N/A,Proto-Tsezic,Bezhta
1545,ɡ,k',N/A,Proto-Tsezic,Bezhta
1546,q,x?,N/A,Proto-Tsezic,Bezhta
1547,q,x,N/A,Proto-Tsezic,Bezhta
1548,qː',q,N/A,Proto-Tsezic,Bezhta
1549,sː,s,N/A,Proto-Tsezic,Bezhta
1550,ʃ,ʒ,N/A,Proto-Tsezic,Bezhta
1551,ʃː,ʃ,N/A,Proto-Tsezic,Bezhta
1552,ɬ,l,N/A,Proto-Tsezic,Bezhta
1553,ɬ:,ɬ,N/A,Proto-Tsezic,Bezhta
1554,x,γ,N/A,Proto-Tsezic,Bezhta
1555,rʲ,r,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1556,tʷ:,dw,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1557,tʷ:,d,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1558,tʷʲ',tʷ',N/A,Proto-Northwest Caucasian,Proto-Abazgi
1559,tʷʲ,tʷ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1560,sʷʲ,sʲ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1561,zʲ,z,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1562,tsʷ:,tsʷ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1563,tsʷʲ,tʃ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1564,tsʷʲ,,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1565,tʃ',tsʲ',N/A,Proto-Northwest Caucasian,Proto-Abazgi
1566,tʃ,tsʲ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1567,dʒ,dzʲ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1568,tɕː,dzʲ̊aisebox-0.6ex̑extasciitilde,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1569,tSʷ',tʃ',N/A,Proto-Northwest Caucasian,Proto-Abazgi
1570,tSʷ,tʃ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1571,tSʷ:,zʷ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1572,dZʷ,dzʷ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1573,tCʷ',tʃ',N/A,Proto-Northwest Caucasian,Proto-Abazgi
1574,tCʷ,tʃ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1575,tCʷ:,dʒ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1576,ɕʷ,ʃʷ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1577,ɕʷ:,ʃ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1578,ʑʷ,ʒʷ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1579,ɬ:,x,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1580,tɬʲ,xʲ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1581,tɬʲ',ɕ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1582,dɮʲ,γʲ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1583,lʲ,r, / \#_,Proto-Northwest Caucasian,Proto-Abazgi
1584,lʲ,l,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1585,tɬʷ:,tsʷ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1586,tɬʷ,tsʷ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1587,tɬ',ts'ʷ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1588,tɬ',ts',N/A,Proto-Northwest Caucasian,Proto-Abazgi
1589,dɮʷ,l,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1590,ɬʷ:,ʃ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1591,ɬʷ,ʃ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1592,tɬʷʲ,tSʷ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1593,tɬʷʲ:,ʒʷ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1594,tɬʷʲ',tSʷ',N/A,Proto-Northwest Caucasian,Proto-Abazgi
1595,dɮʷʲ,dZʷ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1596,ɬʷʲ̊aisebox-0.6ex̑extasciitilde,ʃ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1597,ɮʷʲ,ʒ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1598,kʷ:,ɡʷ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1599,kʷʲ',kʷ',N/A,Proto-Northwest Caucasian,Proto-Abazgi
1600,χʲ,ħ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1601,χ,ħ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1602,ʁʲ,ʕ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1603,ʁ,ʕ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1604,qʲ:,q,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1605,ɢʲ,γʲ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1606,qʷ,ħʷ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1607,qʷ:,qʷ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1608,ɢʷ,γʷ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1609,χʷ,ħʷ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1610,ʁʷ,ʕʷ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1611,qʷʲ,ħʷ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1612,qʷʲ,ħ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1613,ɢʷʰ,γʷ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1614,ɢʷʰ,γ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1615,χʷʲ,ħʷ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1616,χʷʲ,ħ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1617,ʁʷʲ,ʕʷ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1618,ʁʷʲ,ʕ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1619,ʁʕ,ʕ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1620,χˤʲ,ħ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1621,ʁˤʲ,ʕ,N/A,Proto-Northwest Caucasian,Proto-Abazgi
1622,ɕ,s,N/A,Proto-Abazgi,Ashkharywa Abaza
1623,ʑ,z,N/A,Proto-Abazgi,Ashkharywa Abaza
